"ride_id","pickup_latitude","pickup_longitude","dropoff_latitude","dropoff_longitude"
"3012334","40.84560928 ","-74.01661977","40.75815878 ","-73.93471144"
"3012335","40.70596443 ","-73.92273641","40.78599683 ","-73.83518676"
"3012336","40.84847224 ","-74.08331399","40.69887461 ","-73.96166845"
"3012337","40.80086257 ","-73.96720909","40.82871814 ","-73.82004353"
"3012338","40.69297006 ","-73.84934402","40.66723388 ","-73.93070513"
"3012339","40.77912172 ","-73.98886458","40.82114361 ","-74.09305817"
"3012340","40.81296293 ","-73.88209569","40.76027096 ","-73.81687892"
"3012341","40.65764977 ","-73.99878981","40.75234891 ","-74.1159842"
"3012342","40.8575596  ","-74.06283192","40.76180921 ","-74.14212711"
"3012343","40.74424868 ","-73.915743","40.87466323 ","-74.10395678"
"3012344","40.91281967 ","-73.91318094","40.79959428 ","-73.90984647"
"3012345","40.895828   ","-74.06350548","40.90393299 ","-73.89933783"
"3012346","40.6594161  ","-73.8637702","40.63263192 ","-73.9700936"
"3012347","40.8733263  ","-73.87287963","40.79056081 ","-73.78863928"
"3012348","40.67693756 ","-74.01091253","40.69890899 ","-73.93095319"
"3012349","40.67496326 ","-73.85293089","40.65910706 ","-73.99069007"
"3012350","40.67756564 ","-73.88170806","40.87625535 ","-73.88514227"
"3012351","40.8039496  ","-73.99842956","40.79808429 ","-73.83446829"
"3012352","40.9082968  ","-73.93379902","40.75300881 ","-74.08408722"
"3012353","40.74302346 ","-73.85056878","40.78178622 ","-73.93077236"
"3012354","40.65135032 ","-74.00704855","40.895828   ","-74.06350548"
"3012355","40.64791545 ","-73.94366727","40.85612586 ","-73.94525764"
"3012356","40.86528498 ","-74.05619727","40.87586555 ","-73.90411708"
"3012357","40.77370512 ","-74.02104165","40.68835614 ","-73.87985498"
"3012358","40.81433967 ","-74.0670557","40.74401994 ","-74.14943316"
"3012359","40.74828107 ","-73.93413101","40.8880407  ","-73.98851136"
"3012360","40.6680875  ","-73.94408893","40.7519783  ","-73.89137841"
"3012361","40.81980515 ","-73.84983652","40.80756845 ","-74.01981889"
"3012362","40.68524858 ","-73.92455208","40.72006496 ","-74.0570182"
"3012363","40.8935898  ","-73.90744792","40.86605889 ","-73.95053218"
"3012364","40.70869582 ","-74.00103968","40.66869523 ","-74.06586057"
"3012365","40.65670858 ","-74.01684191","40.69601768 ","-73.81894784"
"3012366","40.69615856 ","-73.84597955","40.85643528 ","-74.12676053"
"3012367","40.68702133 ","-73.9345388","40.67982471 ","-73.90389891"
"3012368","40.85127713 ","-73.95538263","40.89304049 ","-73.90741343"
"3012369","40.78800829 ","-74.04803492","40.69615856 ","-73.84597955"
"3012370","40.74520076 ","-73.85257149","40.78352229 ","-73.92545159"
"3012371","40.65065557 ","-74.01281743","40.82523978 ","-74.04043166"
"3012372","40.74229024 ","-73.79530612","40.86636436 ","-73.84242682"
"3012373","40.73577129 ","-73.82421001","40.76466036 ","-73.89788175"
"3012374","40.65785586 ","-74.05148459","40.72004983 ","-74.13416232"
"3012375","40.80945079 ","-73.96981111","40.8394536  ","-74.03770912"
"3012376","40.68959578 ","-74.04822392","40.6674396  ","-73.91309168"
"3012377","40.74424868 ","-73.915743","40.68788763 ","-74.05141857"
"3012378","40.81055707 ","-73.92230757","40.70693367 ","-74.01004674"
"3012379","40.9124898  ","-74.00720167","40.65018643 ","-74.03061741"
"3012380","40.71001517 ","-74.12840337","40.68292538 ","-74.00581835"
"3012381","40.85987729 ","-74.08964743","40.75378445 ","-74.14317937"
"3012382","40.77509868 ","-73.96935056","40.7820038  ","-74.1057497"
"3012383","40.68702133 ","-73.9345388","40.75815878 ","-73.93471144"
"3012384","40.85418516 ","-73.91929198","40.79388952 ","-74.10976834"
"3012385","40.86129334 ","-73.89895067","40.79097464 ","-74.12088274"
"3012386","40.75739556 ","-74.07022733","40.73147516 ","-73.84795504"
"3012387","40.82568853 ","-73.99340635","40.68840001 ","-73.945782"
"3012388","40.89414853 ","-73.98888674","40.69423354 ","-73.85410489"
"3012389","40.803726   ","-73.9807492","40.75460699 ","-74.08476021"
"3012390","40.80756845 ","-74.01981889","40.759937   ","-74.05270546"
"3012391","40.90221353 ","-74.0663837","40.86940606 ","-74.11755808"
"3012392","40.84492129 ","-74.13902263","40.67321888 ","-74.0466952"
"3012393","40.69006884 ","-73.81880729","40.76325146 ","-73.83735156"
"3012394","40.70652865 ","-73.84314526","40.71998191 ","-73.88150727"
"3012395","40.86636436 ","-73.84242682","40.85612586 ","-73.94525764"
"3012396","40.75764549 ","-74.13002087","40.710561   ","-74.02583907"
"3012397","40.79063266 ","-74.05538742","40.84403788 ","-73.81520326"
"3012398","40.69146168 ","-73.92250751","40.72519199 ","-74.03193401"
"3012399","40.78077078 ","-73.91695253","40.86808342 ","-73.91079539"
"3012400","40.6674396  ","-73.91309168","40.79726302 ","-73.80302559"
"3012401","40.86421674 ","-73.93884504","40.65135032 ","-74.00704855"
"3012402","40.66732403 ","-73.87568335","40.81916471 ","-74.09348006"
"3012403","40.81204221 ","-74.09346596","40.77036162 ","-73.81905054"
"3012404","40.76299842 ","-74.11427036","40.72837893 ","-73.99993767"
"3012405","40.67765395 ","-73.93360817","40.80389095 ","-74.01543502"
"3012406","40.69902951 ","-74.02289423","40.78803077 ","-73.93114605"
"3012407","40.73053605 ","-73.79356352","40.86612712 ","-73.92398677"
"3012408","40.8543581  ","-73.82956818","40.78640825 ","-73.89268585"
"3012409","40.79170327 ","-74.11253632","40.75301105 ","-73.80839794"
"3012410","40.83461178 ","-74.13517705","40.73414587 ","-74.14354784"
"3012411","40.9021979  ","-74.0098339","40.83027104 ","-74.03018835"
"3012412","40.67476517 ","-73.98491666","40.8543581  ","-73.82956818"
"3012413","40.73620874 ","-74.03534593","40.86940606 ","-74.11755808"
"3012414","40.72044178 ","-74.13782203","40.70987553 ","-73.83639375"
"3012415","40.76141292 ","-73.93569568","40.75410048 ","-73.79135026"
"3012416","40.73862915 ","-73.96914028","40.71370605 ","-73.97460845"
"3012417","40.73940308 ","-74.02450099","40.86768367 ","-73.96696122"
"3012418","40.68581217 ","-73.99172183","40.71536926 ","-73.86084958"
"3012419","40.6903961  ","-74.02220395","40.78742599 ","-73.82398272"
"3012420","40.85238191 ","-73.87340421","40.71414894 ","-74.01396574"
"3012421","40.67196245 ","-74.01973403","40.78096702 ","-74.14601826"
"3012422","40.73939976 ","-73.84296532","40.84419759 ","-74.0958985"
"3012423","40.83556101 ","-74.06666363","40.83425021 ","-74.02755348"
"3012424","40.7055746  ","-73.93518261","40.84590308 ","-73.94942778"
"3012425","40.75815878 ","-73.93471144","40.68958961 ","-73.90909615"
"3012426","40.72307631 ","-73.8673707","40.76429802 ","-73.9997003"
"3012427","40.79056081 ","-73.78863928","40.85350977 ","-73.98264128"
"3012428","40.69907834 ","-73.84614026","40.83334549 ","-73.81612714"
"3012429","40.91199413 ","-73.95051259","40.70855819 ","-74.11612972"
"3012430","40.82301009 ","-74.14639227","40.79374513 ","-74.09599924"
"3012431","40.825501   ","-74.07622859","40.83425021 ","-74.02755348"
"3012432","40.89966195 ","-73.9874703","40.7229588  ","-73.91088227"
"3012433","40.88372177 ","-74.06867636","40.74229024 ","-73.79530612"
"3012434","40.78214655 ","-74.01519832","40.74692615 ","-73.95339568"
"3012435","40.68292538 ","-74.00581835","40.70015119 ","-74.05966307"
"3012436","40.72044178 ","-74.13782203","40.85599444 ","-74.07402986"
"3012437","40.65135032 ","-74.00704855","40.72242221 ","-73.9815487"
"3012438","40.90771534 ","-73.95038717","40.8131506  ","-74.0941232"
"3012439","40.84589162 ","-73.88301712","40.69902951 ","-74.02289423"
"3012440","40.8733263  ","-73.87287963","40.71277493 ","-74.03472062"
"3012441","40.8199782  ","-73.99461347","40.71816464 ","-74.0439759"
"3012442","40.67765395 ","-73.93360817","40.77841211 ","-73.9944655"
"3012443","40.83556101 ","-74.06666363","40.67938323 ","-73.96683378"
"3012444","40.74644052 ","-73.8151092","40.7501187  ","-73.84085346"
"3012445","40.75219726 ","-73.85732932","40.91887648 ","-73.98865651"
"3012446","40.85987729 ","-74.08964743","40.86361545 ","-73.92720104"
"3012447","40.85396397 ","-74.10978339","40.86384018 ","-74.06202164"
"3012448","40.72555445 ","-73.91078173","40.75378445 ","-74.14317937"
"3012449","40.67106211 ","-74.05045285","40.70170478 ","-73.98305333"
"3012450","40.63749827 ","-74.01053125","40.90590157 ","-73.98324094"
"3012451","40.74644052 ","-73.8151092","40.72338877 ","-74.11356411"
"3012452","40.79056081 ","-73.78863928","40.80945079 ","-73.96981111"
"3012453","40.74528842 ","-74.14657055","40.66869523 ","-74.06586057"
"3012454","40.88348849 ","-74.03331643","40.70542842 ","-73.93542223"
"3012455","40.69762988 ","-73.90170498","40.82235615 ","-73.86205834"
"3012456","40.84743376 ","-73.85262525","40.65683851 ","-74.04270394"
"3012457","40.65683851 ","-74.04270394","40.88315444 ","-73.93713517"
"3012458","40.80768667 ","-73.86808038","40.87133956 ","-73.88210938"
"3012459","40.86116705 ","-74.08609659","40.87466323 ","-74.10395678"
"3012634","40.87868005 ","-73.98183279","40.74462651 ","-73.87259336"
"3012460","40.72585479 ","-73.85639995","40.71550969 ","-74.11760042"
"3012461","40.88348849 ","-74.03331643","40.7578478  ","-74.08534011"
"3012462","40.78742742 ","-73.9694342","40.89602059 ","-73.88943725"
"3012463","40.84525724 ","-73.85280111","40.7439018  ","-73.97931372"
"3012464","40.73414587 ","-74.14354784","40.85973315 ","-73.97938129"
"3012465","40.85581857 ","-73.81269215","40.75739556 ","-74.07022733"
"3012466","40.85060377 ","-73.94209087","40.65689296 ","-74.05708101"
"3012467","40.70468394 ","-74.01287942","40.90696873 ","-73.93412423"
"3012468","40.82947452 ","-74.03185274","40.72734328 ","-74.04700216"
"3012469","40.6628412  ","-73.86488387","40.77609304 ","-74.05717788"
"3012470","40.69852357 ","-73.9824669","40.86128377 ","-73.83059678"
"3012471","40.73560645 ","-73.91191833","40.70847515 ","-74.04658545"
"3012472","40.83725872 ","-74.12507335","40.75300881 ","-74.08408722"
"3012473","40.86364894 ","-74.0288045","40.78098764 ","-74.10912078"
"3012474","40.70869582 ","-74.00103968","40.82235615 ","-73.86205834"
"3012475","40.84464658 ","-73.91018239","40.72671768 ","-73.84405977"
"3012476","40.86006276 ","-73.96011781","40.73939976 ","-73.84296532"
"3012477","40.75300881 ","-74.08408722","40.75683061 ","-74.10574409"
"3012478","40.90987852 ","-73.90145503","40.85076082 ","-74.12306809"
"3012479","40.79093754 ","-73.85374608","40.67255496 ","-74.02787869"
"3012480","40.66631594 ","-73.8553082","40.90590157 ","-73.98324094"
"3012481","40.89789328 ","-73.94165162","40.63640673 ","-73.93882855"
"3012482","40.67196245 ","-74.01973403","40.69156961 ","-73.84258858"
"3012483","40.8394536  ","-74.03770912","40.83224483 ","-73.97081669"
"3012484","40.71634627 ","-73.96224021","40.8375301  ","-73.82749179"
"3012485","40.65785586 ","-74.05148459","40.85771854 ","-73.9287394"
"3012486","40.7702757  ","-74.10379902","40.86116705 ","-74.08609659"
"3012487","40.63957947 ","-74.01743554","40.78052925 ","-74.07744027"
"3012488","40.67944602 ","-74.10497514","40.78599683 ","-73.83518676"
"3012489","40.87346531 ","-74.04155261","40.63388741 ","-73.98547042"
"3012490","40.76422659 ","-74.02685982","40.78515564 ","-73.84654108"
"3012491","40.66724247 ","-73.92951331","40.8935898  ","-73.90744792"
"3012492","40.79063266 ","-74.05538742","40.79958504 ","-74.11063597"
"3012493","40.66428901 ","-73.89469018","40.84262754 ","-73.95848201"
"3012494","40.80797093 ","-73.99157591","40.73033251 ","-73.92682373"
"3012495","40.86706776 ","-73.90807242","40.83607398 ","-74.00820323"
"3012496","40.69432512 ","-74.01508781","40.65065557 ","-74.01281743"
"3012497","40.78660933 ","-73.93171276","40.79503181 ","-74.13319127"
"3012498","40.73798055 ","-74.01966137","40.75219726 ","-73.85732932"
"3328751","40.76841849 ","-73.96876889","40.72645053 ","-73.93025994"
"3012499","40.69006884 ","-73.81880729","40.75234891 ","-74.1159842"
"3012500","40.87466323 ","-74.10395678","40.89503612 ","-74.06590832"
"3012501","40.70041539 ","-74.00574493","40.90248435 ","-73.91152378"
"3012502","40.83425021 ","-74.02755348","40.66428901 ","-73.89469018"
"3012503","40.85643528 ","-74.12676053","40.8004195  ","-73.83332538"
"3012504","40.77624094 ","-73.84067097","40.80182997 ","-74.05430385"
"3012505","40.67196245 ","-74.01973403","40.75418523 ","-74.11536484"
"3012506","40.75503718 ","-73.8042967","40.79635637 ","-74.11758388"
"3012507","40.78803077 ","-73.93114605","40.86128377 ","-73.83059678"
"3012508","40.77226316 ","-74.16072125","40.76027096 ","-73.81687892"
"3012509","40.84560928 ","-74.01661977","40.88243988 ","-74.04085978"
"3012510","40.69156961 ","-73.84258858","40.79663731 ","-74.0055664"
"3012511","40.84403788 ","-73.81520326","40.85350977 ","-73.98264128"
"3012512","40.72558047 ","-73.83840825","40.69887461 ","-73.96166845"
"3012513","40.78882972 ","-73.99804304","40.83918452 ","-74.03525198"
"3012514","40.82967352 ","-74.03663651","40.72131902 ","-73.91612566"
"3012515","40.67708116 ","-73.90323273","40.88671032 ","-73.96610739"
"3012516","40.66724247 ","-73.92951331","40.80756845 ","-74.01981889"
"3012517","40.70855819 ","-74.11612972","40.85471467 ","-73.83841766"
"3012518","40.7117019  ","-73.89491823","40.72521369 ","-73.95439835"
"3012519","40.78077078 ","-73.91695253","40.66131757 ","-73.89065822"
"3012520","40.77666408 ","-73.80939264","40.90248435 ","-73.91152378"
"3012521","40.71197427 ","-73.82946405","40.84867684 ","-73.87507136"
"3012522","40.82173597 ","-74.10065525","40.74793637 ","-73.9578292"
"3012523","40.77811321 ","-74.0563458","40.68959578 ","-74.04822392"
"3012524","40.75219726 ","-73.85732932","40.80797093 ","-73.99157591"
"3012525","40.8935898  ","-73.90744792","40.76738843 ","-73.99954418"
"3012526","40.85565263 ","-73.98367772","40.77361658 ","-74.09504789"
"3012527","40.69499758 ","-73.93038024","40.81530727 ","-74.10861618"
"3012528","40.83461178 ","-74.13517705","40.87976469 ","-73.87595345"
"3012529","40.77996131 ","-74.03267306","40.85612586 ","-73.94525764"
"3012530","40.79400721 ","-74.06337724","40.85771854 ","-73.9287394"
"3012531","40.88243988 ","-74.04085978","40.91577365 ","-73.99811427"
"3012532","40.74665928 ","-74.00691756","40.8429722  ","-73.93596511"
"3012533","40.64896195 ","-73.90845782","40.71281302 ","-73.83533833"
"3012534","40.76738843 ","-73.99954418","40.68292538 ","-74.00581835"
"3012535","40.85201671 ","-74.08953869","40.77420263 ","-74.09569733"
"3012536","40.77509868 ","-73.96935056","40.83593921 ","-73.87850276"
"3012537","40.6530959  ","-73.95164582","40.8935898  ","-73.90744792"
"3012538","40.70894299 ","-74.12782792","40.81597652 ","-73.97435059"
"3012539","40.66835397 ","-73.91184795","40.68581217 ","-73.99172183"
"3012540","40.80758612 ","-73.98286363","40.89789328 ","-73.94165162"
"3012541","40.75234891 ","-74.1159842","40.73109529 ","-73.83372349"
"3012542","40.83399654 ","-73.88661331","40.72305051 ","-73.93310397"
"3012543","40.72885719 ","-73.85590645","40.80182997 ","-74.05430385"
"3012544","40.89309896 ","-73.88757853","40.69907834 ","-73.84614026"
"3012545","40.79546292 ","-73.99776961","40.67321888 ","-74.0466952"
"3012546","40.85973315 ","-73.97938129","40.78033456 ","-73.92320468"
"3012547","40.85059233 ","-74.09201198","40.73082145 ","-73.99259692"
"3012548","40.88348849 ","-74.03331643","40.79551151 ","-73.81433945"
"3012549","40.79223497 ","-73.81084623","40.73099985 ","-73.97694836"
"3012550","40.70711389 ","-73.80585802","40.76081703 ","-74.01140067"
"3012551","40.67703791 ","-73.99982558","40.71634627 ","-73.96224021"
"3012552","40.90500596 ","-73.97713667","40.76150605 ","-74.00321825"
"3012553","40.85350977 ","-73.98264128","40.79711316 ","-74.00361798"
"3012554","40.84255433 ","-73.97382819","40.81860064 ","-74.08126493"
"3012555","40.64798704 ","-73.99321045","40.84125511 ","-73.85312982"
"3012556","40.895828   ","-74.06350548","40.68692146 ","-73.94315887"
"3012557","40.82568853 ","-73.99340635","40.75563879 ","-74.03863215"
"3012558","40.80400628 ","-73.95779621","40.90221353 ","-74.0663837"
"3012559","40.69471372 ","-73.94894714","40.88357687 ","-74.06073628"
"3012560","40.65585497 ","-73.99094534","40.88671032 ","-73.96610739"
"3012561","40.70596443 ","-73.92273641","40.71550969 ","-74.11760042"
"3012562","40.79161929 ","-73.85504313","40.79992526 ","-74.10339347"
"3012563","40.72216744 ","-73.96212375","40.76841849 ","-73.96876889"
"3012564","40.78464669 ","-74.00550733","40.80389095 ","-74.01543502"
"3012565","40.64553303 ","-73.95749553","40.80510876 ","-73.97433678"
"3012566","40.77982703 ","-73.97627977","40.75140891 ","-73.78991518"
"3012567","40.682711   ","-74.02471583","40.75502708 ","-73.797441"
"3012568","40.85350977 ","-73.98264128","40.8039496  ","-73.99842956"
"3012569","40.825501   ","-74.07622859","40.85528305 ","-74.10076574"
"3012570","40.91504781 ","-73.99776746","40.73076913 ","-74.08830923"
"3012571","40.80182997 ","-74.05430385","40.68796541 ","-74.06486032"
"3012572","40.86894647 ","-73.87561364","40.68104357 ","-74.09615005"
"3012573","40.71704131 ","-74.02617222","40.80595434 ","-74.02638004"
"3012574","40.78800829 ","-74.04803492","40.77715807 ","-73.97397803"
"3012575","40.72885719 ","-73.85590645","40.8063881  ","-73.95479251"
"3012576","40.89779659 ","-74.03830796","40.84676121 ","-74.05484522"
"3012577","40.89506676 ","-73.98751056","40.7866355  ","-73.88692147"
"3012578","40.68087554 ","-74.01044486","40.86636436 ","-73.84242682"
"3012579","40.6884329  ","-73.98256521","40.86442978 ","-73.92827098"
"3012580","40.74216268 ","-73.8083638","40.74743094 ","-73.79288546"
"3012581","40.8733263  ","-73.87287963","40.74517305 ","-73.81581231"
"3012582","40.79551151 ","-73.81433945","40.77103753 ","-73.86478068"
"3012583","40.69076773 ","-73.98761584","40.77666408 ","-73.80939264"
"3012584","40.74944823 ","-73.92286824","40.71128169 ","-74.09751319"
"3012585","40.81098464 ","-74.11502434","40.82128725 ","-73.9569843"
"3012586","40.78178622 ","-73.93077236","40.72823589 ","-74.07662337"
"3012587","40.74541835 ","-73.83701795","40.68581217 ","-73.99172183"
"3012588","40.72006496 ","-74.0570182","40.82298875 ","-74.09502747"
"3012589","40.84843563 ","-73.92449802","40.82298875 ","-74.09502747"
"3012590","40.83843413 ","-74.10418608","40.89414853 ","-73.98888674"
"3012591","40.85399587 ","-73.884845","40.85692465 ","-74.01726304"
"3012592","40.83697225 ","-74.10288652","40.88657397 ","-74.09431003"
"3012593","40.84589162 ","-73.88301712","40.83461178 ","-74.13517705"
"3012594","40.68104357 ","-74.09615005","40.73560645 ","-73.91191833"
"3012595","40.67189136 ","-74.06522847","40.81168489 ","-73.98467448"
"3012596","40.77912172 ","-73.98886458","40.85076082 ","-74.12306809"
"3012597","40.85353762 ","-74.02680327","40.69081559 ","-74.10549137"
"3012598","40.91087598 ","-74.03121912","40.65785586 ","-74.05148459"
"3012599","40.89125781 ","-73.9195172","40.90221353 ","-74.0663837"
"3012600","40.85734988 ","-74.1231303","40.73247833 ","-74.00120601"
"3012601","40.75739556 ","-74.07022733","40.76472387 ","-73.81167297"
"3012602","40.80595434 ","-74.02638004","40.81751709 ","-74.09640911"
"3012603","40.88507291 ","-73.9201644","40.68972237 ","-73.94727785"
"3012604","40.72585479 ","-73.85639995","40.91504781 ","-73.99776746"
"3012605","40.75054031 ","-73.99786768","40.84226854 ","-73.83490599"
"3012606","40.65045826 ","-73.90457911","40.80440459 ","-73.87134864"
"3012607","40.71998191 ","-73.88150727","40.79161929 ","-73.85504313"
"3012608","40.84589162 ","-73.88301712","40.84492129 ","-74.13902263"
"3012609","40.64629721 ","-73.96549402","40.67157145 ","-73.88681784"
"3012610","40.75435749 ","-73.84020272","40.78735263 ","-74.02516255"
"3012611","40.78352229 ","-73.92545159","40.78515564 ","-73.84654108"
"3012612","40.68182815 ","-74.07163104","40.73595032 ","-73.96011916"
"3012613","40.78178622 ","-73.93077236","40.84455588 ","-74.07407501"
"3012614","40.81299409 ","-73.81225612","40.85817514 ","-73.98590991"
"3012615","40.65092597 ","-73.89557318","40.8761559  ","-74.0281131"
"3012616","40.78178622 ","-73.93077236","40.70987553 ","-73.83639375"
"3012617","40.8733263  ","-73.87287963","40.70384799 ","-73.90662805"
"3012618","40.79331106 ","-73.79051581","40.80756845 ","-74.01981889"
"3012619","40.79294709 ","-73.94239338","40.87715515 ","-73.90777075"
"3012620","40.77027321 ","-74.13926661","40.77749575 ","-73.93980724"
"3012621","40.84560928 ","-74.01661977","40.76141292 ","-73.93569568"
"3012622","40.91172485 ","-74.03743962","40.86006276 ","-73.96011781"
"3012623","40.72307631 ","-73.8673707","40.90771534 ","-73.95038717"
"3012624","40.81795343 ","-73.92412361","40.82523978 ","-74.04043166"
"3012625","40.81980515 ","-73.84983652","40.79974576 ","-73.79622766"
"3012626","40.76466036 ","-73.89788175","40.78468518 ","-73.78184284"
"3012627","40.85599444 ","-74.07402986","40.70711389 ","-73.80585802"
"3012628","40.89506676 ","-73.98751056","40.75140891 ","-73.78991518"
"3012629","40.6827394  ","-74.07112154","40.68835614 ","-73.87985498"
"3012630","40.82235615 ","-73.86205834","40.88348849 ","-74.03331643"
"3012631","40.91782471 ","-73.94358155","40.79161929 ","-73.85504313"
"3012632","40.82398518 ","-73.98290369","40.79127235 ","-74.09851701"
"3012633","40.74401994 ","-74.14943316","40.83556101 ","-74.06666363"
"3012635","40.71277493 ","-74.03472062","40.78800829 ","-74.04803492"
"3012636","40.86612712 ","-73.92398677","40.67727585 ","-73.89720842"
"3012637","40.77339537 ","-74.13967292","40.78033456 ","-73.92320468"
"3012638","40.73213775 ","-73.92091372","40.65602605 ","-73.91462066"
"3012639","40.82398518 ","-73.98290369","40.65888098 ","-74.07126844"
"3012640","40.76841849 ","-73.96876889","40.88844986 ","-73.85084589"
"3012641","40.66131757 ","-73.89065822","40.83425021 ","-74.02755348"
"3012642","40.90498529 ","-73.93221038","40.70041539 ","-74.00574493"
"3012643","40.68390308 ","-74.04691284","40.65754726 ","-73.95181815"
"3012644","40.70869582 ","-74.00103968","40.82235615 ","-73.86205834"
"3012645","40.71414894 ","-74.01396574","40.90343728 ","-73.90469513"
"3012646","40.758908   ","-74.08541297","40.73109529 ","-73.83372349"
"3012647","40.88671032 ","-73.96610739","40.71619402 ","-73.80163677"
"3012648","40.90498529 ","-73.93221038","40.69629013 ","-73.96562758"
"3012649","40.67944602 ","-74.10497514","40.74665928 ","-74.00691756"
"3012650","40.77103753 ","-73.86478068","40.90248435 ","-73.91152378"
"3012651","40.81055707 ","-73.92230757","40.68274873 ","-73.97857812"
"3012652","40.85581857 ","-73.81269215","40.70987553 ","-73.83639375"
"3012653","40.91199413 ","-73.95051259","40.7501187  ","-73.84085346"
"3012654","40.81168489 ","-73.98467448","40.70847515 ","-74.04658545"
"3012655","40.87466323 ","-74.10395678","40.77749575 ","-73.93980724"
"3012656","40.80281909 ","-73.89655801","40.65192933 ","-74.04007881"
"3012657","40.78393998 ","-74.07412145","40.80768667 ","-73.86808038"
"3012658","40.75764549 ","-74.13002087","40.6832384  ","-73.95624166"
"3012659","40.79623124 ","-73.82183228","40.68512922 ","-73.86684136"
"3012660","40.87684052 ","-74.03817551","40.75418523 ","-74.11536484"
"3012661","40.84907381 ","-74.00464177","40.86384018 ","-74.06202164"
"3012662","40.88348337 ","-73.95534375","40.64358513 ","-73.93976416"
"3012663","40.75210618 ","-73.87030661","40.84528579 ","-74.08975594"
"3012664","40.87437741 ","-73.97769744","40.84563698 ","-73.87154063"
"3012665","40.84262754 ","-73.95848201","40.78178622 ","-73.93077236"
"3012666","40.65861757 ","-73.93890111","40.73109529 ","-73.83372349"
"3012667","40.77103753 ","-73.86478068","40.81135085 ","-73.84741056"
"3012668","40.80595434 ","-74.02638004","40.67496326 ","-73.85293089"
"3012669","40.90607833 ","-73.94539726","40.6837526  ","-73.85268109"
"3012670","40.70792005 ","-74.09266126","40.87346531 ","-74.04155261"
"3012671","40.83996553 ","-74.07949464","40.79766769 ","-73.99198579"
"3012672","40.78098764 ","-74.10912078","40.74129857 ","-73.99772023"
"3012673","40.63263192 ","-73.9700936","40.76422659 ","-74.02685982"
"3012674","40.8660681  ","-73.82523371","40.64358513 ","-73.93976416"
"3012675","40.71634627 ","-73.96224021","40.72927679 ","-73.94798976"
"3012676","40.75502708 ","-73.797441","40.8107321  ","-74.06486217"
"3012677","40.89671363 ","-73.91108629","40.84590308 ","-73.94942778"
"3012678","40.75485595 ","-74.05608702","40.75410048 ","-73.79135026"
"3012679","40.88657397 ","-74.09431003","40.78031143 ","-73.8445679"
"3012680","40.70847515 ","-74.04658545","40.72241292 ","-73.82063317"
"3012681","40.85089522 ","-74.06140219","40.74829158 ","-74.04518312"
"3012682","40.65336093 ","-74.01860727","40.72895925 ","-74.00680172"
"3012683","40.85565263 ","-73.98367772","40.83590215 ","-74.01558702"
"3012684","40.86236914 ","-74.00213199","40.86128377 ","-73.83059678"
"3012685","40.7229588  ","-73.91088227","40.65018643 ","-74.03061741"
"3012686","40.69661874 ","-74.02292862","40.91199413 ","-73.95051259"
"3012687","40.85643528 ","-74.12676053","40.74401994 ","-74.14943316"
"3012688","40.72004983 ","-74.13416232","40.83593921 ","-73.87850276"
"3012689","40.71828994 ","-73.82568377","40.87343382 ","-73.95814505"
"3012690","40.75460699 ","-74.08476021","40.86442978 ","-73.92827098"
"3012691","40.7555389  ","-73.93532041","40.69006884 ","-73.81880729"
"3012692","40.77749575 ","-73.93980724","40.80136208 ","-73.8355367"
"3012693","40.86421674 ","-73.93884504","40.78304955 ","-73.8060229"
"3012694","40.77609304 ","-74.05717788","40.78178622 ","-73.93077236"
"3012695","40.67938323 ","-73.96683378","40.73099985 ","-73.97694836"
"3012696","40.79635637 ","-74.11758388","40.89876372 ","-73.89353771"
"3012697","40.73551035 ","-73.98371501","40.8081517  ","-73.97317537"
"3012698","40.6680875  ","-73.94408893","40.81463943 ","-74.07488469"
"3012699","40.86172329 ","-74.07034162","40.72671768 ","-73.84405977"
"3012700","40.68692146 ","-73.94315887","40.71505814 ","-73.96186472"
"3012701","40.70218139 ","-74.04879926","40.710561   ","-74.02583907"
"3012702","40.90736542 ","-73.95548843","40.82391774 ","-73.80264216"
"3012703","40.82967352 ","-74.03663651","40.86706776 ","-73.90807242"
"3012704","40.81916471 ","-74.09348006","40.77996131 ","-74.03267306"
"3012705","40.8444783  ","-73.92491758","40.83607398 ","-74.00820323"
"3012706","40.73551035 ","-73.98371501","40.78096702 ","-74.14601826"
"3012707","40.81093658 ","-73.98133612","40.71044364 ","-73.97840289"
"3012708","40.6903961  ","-74.02220395","40.79042655 ","-74.02360227"
"3012709","40.78210689 ","-74.00201377","40.70847515 ","-74.04658545"
"3012710","40.89041133 ","-74.00307671","40.81168489 ","-73.98467448"
"3012711","40.69902951 ","-74.02289423","40.7578478  ","-74.08534011"
"3012712","40.89620264 ","-73.99323885","40.88243988 ","-74.04085978"
"3012713","40.91718586 ","-73.99760055","40.86006276 ","-73.96011781"
"3012714","40.77749575 ","-73.93980724","40.78740131 ","-74.07326409"
"3012715","40.66315154 ","-73.91180699","40.78214655 ","-74.01519832"
"3012716","40.65904701 ","-74.07499888","40.83399654 ","-73.88661331"
"3012717","40.82134074 ","-74.09842","40.72101294 ","-74.13890214"
"3012718","40.82882168 ","-74.03605908","40.90736542 ","-73.95548843"
"3012719","40.80400628 ","-73.95779621","40.73551035 ","-73.98371501"
"3012720","40.84560928 ","-74.01661977","40.66337087 ","-74.01948031"
