"ride_id","service_start_to_end","diff_request_accept","diff_accept_pickup","diff_accept_cancel","diff_dropoff_pay"
"3077621","64.00","2.00","9.00","","0.00"
"3077642","37.00","7.00","4.00","","0.00"
"3077652","59.00","7.00","5.00","","0.00"
"3077669","98.00","7.00","3.00","","0.00"
"3077683","60.00","7.00","11.00","","0.00"
"3077686","41.00","10.00","13.00","","0.00"
"3077694","31.00","10.00","3.00","","0.00"
"3077695","79.00","3.00","2.00","","0.00"
"3077715","51.00","7.00","8.00","","0.00"
"3077763","85.00","2.00","2.00","","0.00"
"3077767","67.00","5.00","3.00","","0.00"
"3077775","86.00","2.00","11.00","","0.00"
"3077792","77.00","2.00","8.00","","0.00"
"3077798","73.00","6.00","4.00","","0.00"
"3077800","69.00","10.00","13.00","","0.00"
"3077820","55.00","5.00","13.00","","0.00"
"3077845","88.00","7.00","9.00","","0.00"
"3077853","72.00","3.00","3.00","","0.00"
"3077859","44.00","9.00","8.00","","0.00"
"3077866","97.00","3.00","10.00","","0.00"
"3077888","88.00","9.00","14.00","","0.00"
"3077889","48.00","4.00","3.00","","0.00"
"3077894","61.00","9.00","6.00","","0.00"
"3077903","90.00","2.00","12.00","","0.00"
"3077912","65.00","2.00","12.00","","0.00"
"3077913","60.00","9.00","5.00","","0.00"
"3077938","97.00","3.00","5.00","","0.00"
"3077954","83.00","3.00","8.00","","0.00"
"3077977","81.00","9.00","12.00","","0.00"
"3077997","38.00","6.00","5.00","","0.00"
"3078004","91.00","9.00","8.00","","0.00"
"3078012","71.00","10.00","3.00","","0.00"
"3078090","99.00","10.00","13.00","","0.00"
"3078122","73.00","9.00","12.00","","0.00"
"3078138","77.00","5.00","5.00","","0.00"
"3078160","67.00","10.00","6.00","","0.00"
"3078161","51.00","10.00","3.00","","0.00"
"3078178","50.00","8.00","4.00","","0.00"
"3078180","108.00","7.00","13.00","","0.00"
"3078199","35.00","3.00","11.00","","0.00"
"3078227","39.00","6.00","6.00","","0.00"
"3078228","98.00","3.00","8.00","","0.00"
"3078232","32.00","9.00","7.00","","0.00"
"3078261","86.00","6.00","3.00","","0.00"
"3078265","85.00","9.00","10.00","","0.00"
"3078269","55.00","7.00","9.00","","0.00"
"3078275","53.00","6.00","15.00","","0.00"
"3078282","51.00","4.00","12.00","","0.00"
"3078312","86.00","4.00","3.00","","0.00"
"3078313","90.00","6.00","14.00","","0.00"
"3078325","69.00","8.00","7.00","","0.00"
"3078334","80.00","4.00","2.00","","0.00"
"3078343","24.00","7.00","2.00","","0.00"
"3078368","24.00","2.00","3.00","","0.00"
"3078390","88.00","10.00","13.00","","0.00"
"3078395","103.00","8.00","11.00","","0.00"
"3078397","82.00","10.00","6.00","","0.00"
"3078402","65.00","3.00","7.00","","0.00"
"3078405","71.00","3.00","4.00","","0.00"
"3078419","77.00","4.00","8.00","","0.00"
"3078420","89.00","7.00","15.00","","0.00"
"3078422","53.00","3.00","11.00","","0.00"
"3078423","45.00","7.00","5.00","","0.00"
"3078442","94.00","9.00","13.00","","0.00"
"3078447","56.00","8.00","2.00","","0.00"
"3078456","109.00","5.00","14.00","","0.00"
"3078466","100.00","7.00","3.00","","0.00"
"3078480","42.00","6.00","10.00","","0.00"
"3078489","59.00","2.00","13.00","","0.00"
"3078548","75.00","5.00","9.00","","0.00"
"3078551","46.00","5.00","4.00","","0.00"
"3078552","63.00","6.00","4.00","","0.00"
"3078553","64.00","9.00","7.00","","0.00"
"3078556","95.00","5.00","8.00","","0.00"
"3078561","70.00","10.00","11.00","","0.00"
"3078584","45.00","6.00","7.00","","0.00"
"3078595","39.00","9.00","15.00","","0.00"
"3078618","83.00","2.00","6.00","","0.00"
"3078623","42.00","7.00","8.00","","0.00"
"3078630","34.00","2.00","8.00","","0.00"
"3078638","51.00","4.00","8.00","","0.00"
"3078643","85.00","6.00","9.00","","0.00"
"3078685","104.00","10.00","15.00","","0.00"
"3078722","54.00","2.00","10.00","","0.00"
"3078739","97.00","4.00","3.00","","0.00"
"3078743","50.00","8.00","8.00","","0.00"
"3078744","70.00","4.00","3.00","","0.00"
"3078783","89.00","2.00","2.00","","0.00"
"3078803","45.00","3.00","2.00","","0.00"
"3078806","56.00","4.00","4.00","","0.00"
"3078817","83.00","6.00","14.00","","0.00"
"3078825","77.00","7.00","11.00","","0.00"
"3078829","49.00","5.00","11.00","","0.00"
"3078841","108.00","5.00","15.00","","0.00"
"3078865","65.00","9.00","14.00","","0.00"
"3078866","85.00","10.00","11.00","","0.00"
"3078868","92.00","10.00","7.00","","0.00"
"3078896","100.00","10.00","5.00","","0.00"
"3078908","79.00","5.00","12.00","","0.00"
"3078914","41.00","8.00","8.00","","0.00"
"3078947","29.00","2.00","5.00","","0.00"
"3078957","74.00","3.00","2.00","","0.00"
"3078962","82.00","5.00","14.00","","0.00"
"3078996","53.00","7.00","7.00","","0.00"
"3079031","40.00","7.00","10.00","","0.00"
"3079082","67.00","9.00","10.00","","0.00"
"3079085","73.00","10.00","5.00","","0.00"
"3079099","81.00","7.00","13.00","","0.00"
"3079111","65.00","5.00","7.00","","0.00"
"3079122","91.00","5.00","13.00","","0.00"
"3079126","101.00","9.00","15.00","","0.00"
"3079129","70.00","9.00","3.00","","0.00"
"3079177","57.00","9.00","14.00","","0.00"
"3079187","83.00","4.00","9.00","","0.00"
"3290353","54.00","7.00","15.00","","0.00"
"3079196","85.00","7.00","12.00","","0.00"
"3079199","39.00","5.00","8.00","","0.00"
"3079212","61.00","3.00","10.00","","0.00"
"3079216","59.00","4.00","3.00","","0.00"
"3079248","91.00","5.00","11.00","","0.00"
"3079252","96.00","2.00","13.00","","0.00"
"3079279","52.00","4.00","2.00","","0.00"
"3079302","33.00","4.00","12.00","","0.00"
"3079308","75.00","5.00","9.00","","0.00"
"3079340","75.00","8.00","2.00","","0.00"
"3079348","89.00","9.00","11.00","","0.00"
"3079394","48.00","2.00","14.00","","0.00"
"3079411","66.00","6.00","11.00","","0.00"
"3079418","83.00","8.00","6.00","","0.00"
"3079433","71.00","2.00","10.00","","0.00"
"3079435","90.00","4.00","9.00","","0.00"
"3079451","47.00","7.00","6.00","","0.00"
"3079459","72.00","9.00","12.00","","0.00"
"3079478","40.00","10.00","8.00","","0.00"
"3079494","27.00","4.00","2.00","","0.00"
"3079499","78.00","10.00","5.00","","0.00"
"3079510","99.00","8.00","10.00","","0.00"
"3079519","42.00","7.00","14.00","","0.00"
"3079530","90.00","8.00","8.00","","0.00"
"3079580","78.00","9.00","3.00","","0.00"
"3079613","48.00","6.00","8.00","","0.00"
"3079614","42.00","9.00","2.00","","0.00"
"3079630","68.00","6.00","14.00","","0.00"
"3079659","55.00","5.00","11.00","","0.00"
"3079675","42.00","4.00","3.00","","0.00"
"3079678","56.00","2.00","12.00","","0.00"
"3079683","71.00","7.00","11.00","","0.00"
"3079696","91.00","7.00","6.00","","0.00"
"3079717","90.00","7.00","9.00","","0.00"
"3079721","81.00","7.00","11.00","","0.00"
"3079728","38.00","6.00","6.00","","0.00"
"3079733","79.00","5.00","4.00","","0.00"
"3079735","70.00","2.00","14.00","","0.00"
"3079738","95.00","8.00","12.00","","0.00"
"3079763","75.00","5.00","2.00","","0.00"
"3079770","40.00","10.00","12.00","","0.00"
"3079779","48.00","6.00","3.00","","0.00"
"3079804","68.00","7.00","4.00","","0.00"
"3079831","87.00","6.00","2.00","","0.00"
"3079848","31.00","3.00","10.00","","0.00"
"3079863","67.00","8.00","12.00","","0.00"
"3079874","37.00","10.00","2.00","","0.00"
"3079885","40.00","7.00","7.00","","0.00"
"3079896","67.00","8.00","9.00","","0.00"
"3079900","79.00","9.00","11.00","","0.00"
"3079974","52.00","5.00","13.00","","0.00"
"3079975","47.00","10.00","14.00","","0.00"
"3080058","72.00","9.00","14.00","","0.00"
"3080062","98.00","5.00","11.00","","0.00"
"3080109","85.00","9.00","12.00","","0.00"
"3080148","64.00","10.00","4.00","","0.00"
"3080157","108.00","10.00","10.00","","0.00"
"3080161","95.00","7.00","3.00","","0.00"
"3080172","105.00","4.00","13.00","","0.00"
"3080184","33.00","2.00","5.00","","0.00"
"3080197","81.00","4.00","12.00","","0.00"
"3080202","82.00","7.00","4.00","","0.00"
"3080218","66.00","3.00","10.00","","0.00"
"3080225","71.00","7.00","15.00","","0.00"
"3080235","38.00","10.00","2.00","","0.00"
"3080239","81.00","5.00","11.00","","0.00"
"3080242","90.00","4.00","10.00","","0.00"
"3080249","66.00","2.00","13.00","","0.00"
"3080279","26.00","4.00","4.00","","0.00"
"3080280","42.00","4.00","10.00","","0.00"
"3080305","94.00","9.00","10.00","","0.00"
"3080318","62.00","4.00","5.00","","0.00"
"3080325","76.00","5.00","2.00","","0.00"
"3080376","49.00","3.00","8.00","","0.00"
"3080383","44.00","10.00","3.00","","0.00"
"3080388","53.00","7.00","2.00","","0.00"
"3080393","47.00","2.00","4.00","","0.00"
"3080462","37.00","9.00","13.00","","0.00"
"3080488","87.00","4.00","10.00","","0.00"
"3080496","89.00","9.00","15.00","","0.00"
"3080541","49.00","7.00","9.00","","0.00"
"3080586","71.00","4.00","13.00","","0.00"
"3080620","100.00","5.00","15.00","","0.00"
"3080629","40.00","8.00","7.00","","0.00"
"3080656","100.00","3.00","11.00","","0.00"
"3080667","55.00","8.00","9.00","","0.00"
"3080677","51.00","4.00","4.00","","0.00"
"3080680","38.00","4.00","15.00","","0.00"
"3080690","31.00","5.00","11.00","","0.00"
"3080705","106.00","9.00","11.00","","0.00"
"3080715","56.00","8.00","8.00","","0.00"
"3080726","94.00","4.00","10.00","","0.00"
"3080737","102.00","8.00","13.00","","0.00"
"3080743","89.00","4.00","3.00","","0.00"
"3080783","82.00","2.00","6.00","","0.00"
"3080784","46.00","8.00","3.00","","0.00"
"3080826","36.00","6.00","9.00","","0.00"
"3080840","95.00","2.00","6.00","","0.00"
"3080850","96.00","6.00","10.00","","0.00"
"3080851","89.00","4.00","12.00","","0.00"
"3080869","36.00","7.00","2.00","","0.00"
"3080899","101.00","10.00","4.00","","0.00"
"3080938","85.00","8.00","4.00","","0.00"
"3080940","37.00","2.00","5.00","","0.00"
"3080941","82.00","9.00","5.00","","0.00"
"3080978","24.00","5.00","2.00","","0.00"
"3080984","35.00","4.00","6.00","","0.00"
"3080999","59.00","3.00","5.00","","0.00"
"3081019","86.00","8.00","12.00","","0.00"
"3081025","36.00","5.00","11.00","","0.00"
"3081057","111.00","7.00","14.00","","0.00"
"3081063","77.00","6.00","5.00","","0.00"
"3081080","54.00","6.00","7.00","","0.00"
"3081084","51.00","8.00","9.00","","0.00"
"3081095","45.00","5.00","10.00","","0.00"
"3081096","84.00","5.00","12.00","","0.00"
"3081098","66.00","5.00","14.00","","0.00"
"3081106","64.00","2.00","15.00","","0.00"
"3081113","53.00","2.00","6.00","","0.00"
"3081119","41.00","5.00","13.00","","0.00"
"3081120","78.00","10.00","7.00","","0.00"
"3081122","61.00","10.00","6.00","","0.00"
"3081123","48.00","6.00","12.00","","0.00"
"3081131","63.00","8.00","7.00","","0.00"
"3081194","51.00","8.00","6.00","","0.00"
"3081201","63.00","3.00","7.00","","0.00"
"3081217","29.00","4.00","7.00","","0.00"
"3081220","54.00","7.00","13.00","","0.00"
"3081225","51.00","6.00","9.00","","0.00"
"3081234","87.00","2.00","3.00","","0.00"
"3081258","54.00","3.00","6.00","","0.00"
"3081260","56.00","4.00","7.00","","0.00"
"3081285","101.00","9.00","4.00","","0.00"
"3081325","72.00","10.00","14.00","","0.00"
"3081342","95.00","7.00","9.00","","0.00"
"3081344","68.00","8.00","3.00","","0.00"
"3081347","48.00","3.00","3.00","","0.00"
"3081361","58.00","5.00","14.00","","0.00"
"3081363","88.00","6.00","11.00","","0.00"
"3081371","63.00","3.00","4.00","","0.00"
"3081378","36.00","10.00","3.00","","0.00"
"3081386","55.00","5.00","9.00","","0.00"
"3081405","53.00","3.00","15.00","","0.00"
"3081450","83.00","4.00","7.00","","0.00"
"3081455","32.00","4.00","3.00","","0.00"
"3081471","71.00","10.00","11.00","","0.00"
"3081478","78.00","10.00","3.00","","0.00"
"3081493","56.00","9.00","4.00","","0.00"
"3081496","82.00","5.00","13.00","","0.00"
"3081500","36.00","4.00","2.00","","0.00"
"3081503","106.00","10.00","6.00","","0.00"
"3081516","58.00","7.00","6.00","","0.00"
"3081525","73.00","8.00","14.00","","0.00"
"3081528","29.00","3.00","5.00","","0.00"
"3081532","42.00","4.00","3.00","","0.00"
"3081541","71.00","7.00","10.00","","0.00"
"3081549","46.00","9.00","4.00","","0.00"
"3081563","63.00","8.00","7.00","","0.00"
"3081588","58.00","5.00","8.00","","0.00"
"3081597","94.00","9.00","14.00","","0.00"
"3081642","94.00","7.00","4.00","","0.00"
"3081700","44.00","3.00","15.00","","0.00"
"3081702","99.00","5.00","15.00","","0.00"
"3081706","57.00","7.00","4.00","","0.00"
"3081712","91.00","4.00","5.00","","0.00"
"3081717","101.00","4.00","10.00","","0.00"
"3081743","94.00","5.00","3.00","","0.00"
"3081753","94.00","6.00","8.00","","0.00"
"3081759","97.00","10.00","8.00","","0.00"
"3081777","48.00","2.00","4.00","","0.00"
"3081806","51.00","9.00","6.00","","0.00"
"3081811","75.00","7.00","12.00","","0.00"
"3081832","50.00","8.00","13.00","","0.00"
"3081834","71.00","2.00","15.00","","0.00"
"3081838","85.00","7.00","5.00","","0.00"
"3081841","91.00","3.00","10.00","","0.00"
"3081855","42.00","7.00","5.00","","0.00"
"3081856","62.00","2.00","3.00","","0.00"
"3081860","90.00","2.00","11.00","","0.00"
"3081867","90.00","4.00","13.00","","0.00"
"3081881","79.00","9.00","13.00","","0.00"
"3081894","61.00","10.00","2.00","","0.00"
"3081901","106.00","7.00","10.00","","0.00"
"3081914","47.00","2.00","12.00","","0.00"
"3081916","50.00","7.00","3.00","","0.00"
"3081920","77.00","10.00","2.00","","0.00"
"3081933","42.00","9.00","11.00","","0.00"
"3081944","38.00","8.00","13.00","","0.00"
"3081997","98.00","7.00","5.00","","0.00"
"3082017","38.00","8.00","10.00","","0.00"
"3082020","100.00","9.00","14.00","","0.00"
"3082045","48.00","10.00","11.00","","0.00"
"3082053","42.00","10.00","15.00","","0.00"
"3082064","62.00","2.00","6.00","","0.00"
"3082070","75.00","10.00","12.00","","0.00"
"3082074","53.00","2.00","2.00","","0.00"
"3082079","33.00","9.00","9.00","","0.00"
"3082095","98.00","2.00","7.00","","0.00"
"3082100","43.00","4.00","12.00","","0.00"
"3082116","62.00","4.00","10.00","","0.00"
"3082121","65.00","3.00","5.00","","0.00"
"3082134","69.00","3.00","8.00","","0.00"
"3082154","91.00","3.00","4.00","","0.00"
"3082158","59.00","4.00","6.00","","0.00"
"3082165","66.00","2.00","6.00","","0.00"
"3082167","67.00","4.00","14.00","","0.00"
"3082190","73.00","3.00","13.00","","0.00"
"3082217","86.00","8.00","8.00","","0.00"
"3082228","74.00","6.00","3.00","","0.00"
"3082236","45.00","4.00","9.00","","0.00"
"3082242","65.00","9.00","10.00","","0.00"
"3082248","99.00","10.00","10.00","","0.00"
"3082258","83.00","2.00","8.00","","0.00"
"3082290","50.00","4.00","14.00","","0.00"
"3082292","24.00","3.00","3.00","","0.00"
"3082338","39.00","3.00","11.00","","0.00"
"3082354","54.00","9.00","12.00","","0.00"
"3082359","46.00","8.00","13.00","","0.00"
"3082380","46.00","2.00","2.00","","0.00"
"3082390","78.00","3.00","13.00","","0.00"
"3082460","77.00","9.00","11.00","","0.00"
"3082490","40.00","2.00","13.00","","0.00"
"3082497","29.00","2.00","9.00","","0.00"
"3082502","58.00","9.00","14.00","","0.00"
"3082515","87.00","10.00","7.00","","0.00"
"3082517","100.00","5.00","10.00","","0.00"
"3082525","63.00","5.00","4.00","","0.00"
"3082530","82.00","3.00","5.00","","0.00"
"3082570","92.00","9.00","10.00","","0.00"
"3082573","40.00","3.00","12.00","","0.00"
"3082592","27.00","4.00","5.00","","0.00"
"3082605","71.00","6.00","3.00","","0.00"
"3082613","68.00","7.00","9.00","","0.00"
"3082616","63.00","9.00","7.00","","0.00"
"3082638","42.00","10.00","10.00","","0.00"
"3082664","72.00","8.00","15.00","","0.00"
"3082674","99.00","10.00","14.00","","0.00"
"3082676","57.00","2.00","13.00","","0.00"
"3082688","42.00","5.00","8.00","","0.00"
"3082724","84.00","10.00","4.00","","0.00"
"3082726","55.00","5.00","10.00","","0.00"
"3082761","61.00","5.00","12.00","","0.00"
"3082787","37.00","7.00","6.00","","0.00"
"3082808","97.00","5.00","14.00","","0.00"
"3082816","65.00","9.00","6.00","","0.00"
"3082837","45.00","6.00","8.00","","0.00"
"3082856","42.00","2.00","6.00","","0.00"
"3082875","57.00","5.00","11.00","","0.00"
"3082881","32.00","2.00","10.00","","0.00"
"3082887","53.00","8.00","8.00","","0.00"
"3082904","81.00","4.00","3.00","","0.00"
"3082908","46.00","6.00","9.00","","0.00"
"3082911","35.00","2.00","6.00","","0.00"
"3082953","109.00","9.00","13.00","","0.00"
"3082964","72.00","10.00","9.00","","0.00"
"3082967","61.00","3.00","6.00","","0.00"
"3082998","61.00","6.00","4.00","","0.00"
"3083007","42.00","4.00","13.00","","0.00"
"3083032","89.00","2.00","13.00","","0.00"
"3083074","56.00","3.00","11.00","","0.00"
"3083075","56.00","6.00","3.00","","0.00"
"3083087","65.00","5.00","3.00","","0.00"
"3083089","61.00","4.00","3.00","","0.00"
"3083092","53.00","3.00","14.00","","0.00"
"3083093","101.00","4.00","14.00","","0.00"
"3083116","99.00","9.00","7.00","","0.00"
"3083126","93.00","7.00","14.00","","0.00"
"3083145","38.00","10.00","11.00","","0.00"
"3083161","53.00","2.00","6.00","","0.00"
"3083166","83.00","9.00","11.00","","0.00"
"3083168","76.00","5.00","12.00","","0.00"
"3083173","52.00","6.00","14.00","","0.00"
"3083191","58.00","10.00","10.00","","0.00"
"3083202","81.00","8.00","10.00","","0.00"
"3083203","99.00","6.00","8.00","","0.00"
"3083205","75.00","8.00","9.00","","0.00"
"3083217","105.00","9.00","14.00","","0.00"
"3083220","54.00","4.00","7.00","","0.00"
"3083221","96.00","6.00","11.00","","0.00"
"3083230","109.00","9.00","10.00","","0.00"
"3083240","101.00","7.00","5.00","","0.00"
"3083241","64.00","4.00","14.00","","0.00"
"3083251","40.00","7.00","12.00","","0.00"
"3083269","80.00","2.00","2.00","","0.00"
"3083283","32.00","7.00","9.00","","0.00"
"3083310","87.00","9.00","6.00","","0.00"
"3083312","97.00","2.00","9.00","","0.00"
"3083320","50.00","4.00","15.00","","0.00"
"3083330","93.00","5.00","2.00","","0.00"
"3083334","90.00","9.00","14.00","","0.00"
"3083341","60.00","9.00","14.00","","0.00"
"3083370","78.00","3.00","9.00","","0.00"
"3083376","89.00","9.00","7.00","","0.00"
"3083390","71.00","9.00","14.00","","0.00"
"3083393","58.00","8.00","12.00","","0.00"
"3083411","65.00","4.00","2.00","","0.00"
"3083439","72.00","10.00","7.00","","0.00"
"3083457","102.00","4.00","12.00","","0.00"
"3083462","69.00","8.00","4.00","","0.00"
"3083467","80.00","7.00","7.00","","0.00"
"3083470","92.00","6.00","2.00","","0.00"
"3083492","72.00","2.00","7.00","","0.00"
"3083493","69.00","8.00","10.00","","0.00"
"3083509","94.00","8.00","7.00","","0.00"
"3083525","105.00","9.00","15.00","","0.00"
"3083561","55.00","7.00","6.00","","0.00"
"3083568","37.00","6.00","9.00","","0.00"
"3083620","108.00","10.00","8.00","","0.00"
"3083635","71.00","2.00","11.00","","0.00"
"3083642","79.00","2.00","9.00","","0.00"
"3083649","53.00","9.00","6.00","","0.00"
"3083651","51.00","9.00","13.00","","0.00"
"3083663","53.00","7.00","11.00","","0.00"
"3083685","103.00","4.00","13.00","","0.00"
"3083690","52.00","2.00","15.00","","0.00"
"3083697","83.00","9.00","4.00","","0.00"
"3083714","31.00","2.00","13.00","","0.00"
"3083724","46.00","5.00","5.00","","0.00"
"3083789","39.00","4.00","13.00","","0.00"
"3083798","37.00","6.00","3.00","","0.00"
"3083801","73.00","5.00","5.00","","0.00"
"3083810","47.00","5.00","5.00","","0.00"
"3083838","73.00","5.00","11.00","","0.00"
"3083891","102.00","10.00","5.00","","0.00"
"3083909","71.00","3.00","5.00","","0.00"
"3083935","93.00","6.00","2.00","","0.00"
"3083955","102.00","5.00","13.00","","0.00"
"3083962","87.00","3.00","15.00","","0.00"
"3083975","85.00","4.00","11.00","","0.00"
"3083976","97.00","3.00","13.00","","0.00"
"3083983","96.00","10.00","10.00","","0.00"
"3083989","86.00","6.00","6.00","","0.00"
"3083991","92.00","10.00","2.00","","0.00"
"3084031","95.00","4.00","5.00","","0.00"
"3084034","78.00","4.00","13.00","","0.00"
"3084068","68.00","7.00","4.00","","0.00"
"3084079","92.00","6.00","11.00","","0.00"
"3084081","69.00","5.00","11.00","","0.00"
"3084085","76.00","10.00","10.00","","0.00"
"3084109","81.00","7.00","7.00","","0.00"
"3084129","39.00","6.00","2.00","","0.00"
"3084148","37.00","9.00","10.00","","0.00"
"3084152","80.00","5.00","4.00","","0.00"
"3084155","62.00","3.00","7.00","","0.00"
"3084162","78.00","3.00","15.00","","0.00"
"3084163","34.00","10.00","6.00","","0.00"
"3084169","84.00","2.00","14.00","","0.00"
"3084184","95.00","7.00","12.00","","0.00"
"3084185","74.00","10.00","12.00","","0.00"
"3084187","68.00","8.00","12.00","","0.00"
"3084211","74.00","8.00","12.00","","0.00"
"3084221","71.00","2.00","7.00","","0.00"
"3084223","33.00","7.00","3.00","","0.00"
"3084240","84.00","8.00","13.00","","0.00"
"3084248","39.00","5.00","14.00","","0.00"
"3084268","92.00","7.00","15.00","","0.00"
"3084278","105.00","10.00","15.00","","0.00"
"3084300","50.00","6.00","12.00","","0.00"
"3084309","92.00","10.00","4.00","","0.00"
"3084314","51.00","9.00","10.00","","0.00"
"3084316","82.00","7.00","15.00","","0.00"
"3084324","94.00","2.00","5.00","","0.00"
"3084325","72.00","6.00","15.00","","0.00"
"3084328","84.00","5.00","8.00","","0.00"
"3084362","88.00","6.00","5.00","","0.00"
"3084373","77.00","6.00","7.00","","0.00"
"3084383","45.00","6.00","12.00","","0.00"
"3084446","38.00","4.00","13.00","","0.00"
"3084450","43.00","3.00","9.00","","0.00"
"3084465","69.00","9.00","6.00","","0.00"
"3084478","59.00","4.00","9.00","","0.00"
"3084513","37.00","5.00","6.00","","0.00"
"3084523","56.00","7.00","15.00","","0.00"
"3084535","94.00","6.00","6.00","","0.00"
"3084538","52.00","5.00","12.00","","0.00"
"3084539","90.00","10.00","11.00","","0.00"
"3084541","34.00","9.00","5.00","","0.00"
"3084552","75.00","8.00","2.00","","0.00"
"3084571","67.00","2.00","10.00","","0.00"
"3084576","89.00","6.00","6.00","","0.00"
"3084579","69.00","2.00","4.00","","0.00"
"3084590","74.00","6.00","11.00","","0.00"
"3084611","84.00","2.00","15.00","","0.00"
"3084613","101.00","2.00","11.00","","0.00"
"3084620","53.00","6.00","2.00","","0.00"
"3084622","46.00","9.00","14.00","","0.00"
"3084623","86.00","9.00","14.00","","0.00"
"3084627","47.00","8.00","8.00","","0.00"
"3084645","56.00","8.00","8.00","","0.00"
"3084646","94.00","3.00","3.00","","0.00"
"3084654","83.00","9.00","10.00","","0.00"
"3084670","65.00","8.00","7.00","","0.00"
"3084680","41.00","2.00","13.00","","0.00"
"3084688","49.00","8.00","9.00","","0.00"
"3084715","61.00","8.00","11.00","","0.00"
"3084716","102.00","7.00","5.00","","0.00"
"3084727","46.00","6.00","9.00","","0.00"
"3084733","78.00","2.00","13.00","","0.00"
"3084736","91.00","10.00","2.00","","0.00"
"3084744","36.00","8.00","10.00","","0.00"
"3084767","44.00","7.00","14.00","","0.00"
"3084781","58.00","7.00","10.00","","0.00"
"3084782","65.00","4.00","3.00","","0.00"
"3084812","92.00","8.00","2.00","","0.00"
"3084819","86.00","8.00","3.00","","0.00"
"3084826","33.00","8.00","5.00","","0.00"
"3084846","39.00","2.00","7.00","","0.00"
"3084848","31.00","8.00","3.00","","0.00"
"3084849","84.00","5.00","2.00","","0.00"
"3084860","36.00","2.00","9.00","","0.00"
"3084863","46.00","3.00","12.00","","0.00"
"3084866","51.00","3.00","7.00","","0.00"
"3084867","72.00","3.00","6.00","","0.00"
"3084911","61.00","10.00","4.00","","0.00"
"3084939","76.00","9.00","12.00","","0.00"
"3084965","90.00","5.00","6.00","","0.00"
"3084983","90.00","7.00","4.00","","0.00"
"3084995","36.00","3.00","4.00","","0.00"
"3085029","79.00","6.00","3.00","","0.00"
"3085059","39.00","2.00","2.00","","0.00"
"3085087","47.00","10.00","10.00","","0.00"
"3085104","85.00","8.00","10.00","","0.00"
"3085134","43.00","4.00","14.00","","0.00"
"3085178","63.00","7.00","9.00","","0.00"
"3085227","93.00","5.00","12.00","","0.00"
"3085237","80.00","10.00","5.00","","0.00"
"3085251","32.00","9.00","4.00","","0.00"
"3085262","83.00","4.00","4.00","","0.00"
"3085268","94.00","8.00","3.00","","0.00"
"3085286","91.00","7.00","14.00","","0.00"
"3085293","28.00","8.00","5.00","","0.00"
"3085316","67.00","6.00","3.00","","0.00"
"3085330","77.00","5.00","8.00","","0.00"
"3085333","45.00","10.00","6.00","","0.00"
"3085337","58.00","5.00","7.00","","0.00"
"3085339","98.00","4.00","4.00","","0.00"
"3085388","51.00","3.00","7.00","","0.00"
"3085398","81.00","2.00","14.00","","0.00"
"3085400","45.00","6.00","9.00","","0.00"
"3085402","73.00","9.00","2.00","","0.00"
"3085428","69.00","5.00","4.00","","0.00"
"3085471","87.00","2.00","3.00","","0.00"
"3085493","106.00","6.00","15.00","","0.00"
"3085555","27.00","5.00","4.00","","0.00"
"3085560","78.00","5.00","9.00","","0.00"
"3085584","61.00","4.00","3.00","","0.00"
"3085589","101.00","4.00","7.00","","0.00"
"3085599","44.00","10.00","7.00","","0.00"
"3085602","38.00","8.00","6.00","","0.00"
"3085605","40.00","9.00","13.00","","0.00"
"3085623","96.00","4.00","3.00","","0.00"
"3085645","107.00","8.00","12.00","","0.00"
"3085646","97.00","3.00","10.00","","0.00"
"3085663","55.00","10.00","11.00","","0.00"
"3085668","42.00","4.00","10.00","","0.00"
"3085687","73.00","9.00","15.00","","0.00"
"3085737","52.00","6.00","13.00","","0.00"
"3085742","62.00","6.00","4.00","","0.00"
"3085764","55.00","6.00","4.00","","0.00"
"3085769","36.00","9.00","9.00","","0.00"
"3085772","69.00","10.00","4.00","","0.00"
"3085783","81.00","7.00","9.00","","0.00"
"3085786","72.00","5.00","5.00","","0.00"
"3085794","25.00","2.00","5.00","","0.00"
"3085804","37.00","9.00","3.00","","0.00"
"3085832","66.00","3.00","5.00","","0.00"
"3085834","69.00","5.00","12.00","","0.00"
"3085847","97.00","3.00","11.00","","0.00"
"3085850","26.00","8.00","2.00","","0.00"
"3085864","71.00","5.00","13.00","","0.00"
"3085869","60.00","6.00","4.00","","0.00"
"3085889","83.00","6.00","10.00","","0.00"
"3085900","69.00","5.00","2.00","","0.00"
"3085916","93.00","4.00","13.00","","0.00"
"3085929","47.00","8.00","7.00","","0.00"
"3085930","66.00","9.00","6.00","","0.00"
"3085936","47.00","7.00","10.00","","0.00"
"3085945","99.00","6.00","13.00","","0.00"
"3085957","92.00","3.00","8.00","","0.00"
"3086013","87.00","7.00","15.00","","0.00"
"3086038","38.00","4.00","14.00","","0.00"
"3086039","98.00","8.00","10.00","","0.00"
"3086049","80.00","2.00","2.00","","0.00"
"3086051","78.00","3.00","3.00","","0.00"
"3086052","99.00","3.00","12.00","","0.00"
"3086054","53.00","4.00","3.00","","0.00"
"3086083","54.00","7.00","10.00","","0.00"
"3086088","54.00","10.00","2.00","","0.00"
"3086095","85.00","6.00","6.00","","0.00"
"3086102","61.00","6.00","12.00","","0.00"
"3086110","46.00","8.00","12.00","","0.00"
